[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0] : 88
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0] : 29
[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0] : 24
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0] : 47
[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0] : 29
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0] : 176
[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 60
[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0] : 105
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0] : 34
[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0] : 376
[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] : 35
[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0] : 15
[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0] : 44
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0] : 49
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0] : 12
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0] : 19
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0] : 8
[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0] : 33
[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0] : 52
[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0] : 5
[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0] : 3
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0] : 1
[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0] : 9
[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] : 6
[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0] : 72
[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0] : 13
[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 27
[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0] : 107
[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0] : 4
[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 9
[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0] : 16
[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0] : 1
[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0] : 2
[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0] : 5
[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0] : 14
[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0] : 12
[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0] : 29
[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0] : 8
[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 114
[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0] : 6
[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0] : 60
[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0] : 2
[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0] : 24
[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] : 16
[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0] : 7
[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0] : 11
[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0] : 78
[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 1
[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0] : 20
[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0] : 6
[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 4
[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0] : 1
[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0] : 1
[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0] : 8
[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0] : 4
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1] : 39
[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0] : 17
[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 1
[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 25
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0] : 2
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1] : 2
[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0] : 3
[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 6
[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0] : 14
[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0] : 9
[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0] : 14
[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 2
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0] : 41
[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0] : 4
[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1] : 1
[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1] : 1
[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 6
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0] : 18
[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0] : 3
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1] : 6
[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1] : 6
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1] : 1
[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0] : 3
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0] : 2
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] : 7
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] : 1
[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0] : 2
[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0] : 1
[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0] : 8
[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0] : 1
[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0] : 1
[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0] : 1
[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0] : 1
[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0] : 1
[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] : 8
[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 1
[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0] : 5
[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 15
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1] : 4
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0] : 2
[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0] : 2
[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0] : 1
[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0] : 1
[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0] : 7
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0] : 7
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] : 5
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] : 5
[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] : 1
[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0] : 2
[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1] : 4
[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0] : 2
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0] : 1
[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0] : 5
[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0] : 2
[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0] : 7
[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0] : 1
[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0] : 8
[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0] : 1
[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0] : 1
[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0] : 1
[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0] : 1
[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0] : 5
[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1] : 3
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0] : 1
[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0] : 2
[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0] : 1
[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0] : 1
[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0] : 1
[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0] : 1
[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0] : 3
[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0] : 1
[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0] : 1
[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0] : 2
[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0] : 1
[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0] : 5
[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0] : 1
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0] : 1
[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0] : 1
[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1] : 4
[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0] : 1
[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0] : 1
[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0] : 1
[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0] : 1
[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0] : 1
[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1] : 4
[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0] : 5
[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0] : 1
